Call Number,Unit ID,Incident Number,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID
160013809,67,16000531,01/01/2016,01/01/2016,01/01/2016 10:30:37 PM,01/01/2016 10:30:37 PM,01/01/2016 10:31:11 PM,01/01/2016 10:31:27 PM,01/01/2016 10:37:47 PM,NA,NA,Other,01/01/2016 10:42:15 PM,200 Block of JONES ST,San Francisco,94102,B03,01,1456,2,2,2,true,Non Life-threatening,1,MEDIC,1,3,6,Tenderloin,"(37.7834768403875, -122.412435140728)",160013809-67
160013807,E26,16000530,01/01/2016,01/01/2016,01/01/2016 10:28:11 PM,01/01/2016 10:29:26 PM,01/01/2016 10:29:59 PM,01/01/2016 10:31:19 PM,01/01/2016 10:34:18 PM,NA,NA,Code 2 Transport,01/01/2016 10:37:43 PM,2900 Block of DIAMOND ST,San Francisco,94131,B09,26,8269,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,9,8,West of Twin Peaks,"(37.7330297009484, -122.434226339308)",160013807-E26
160013807,AM24,16000530,01/01/2016,01/01/2016,01/01/2016 10:28:11 PM,01/01/2016 10:29:26 PM,01/01/2016 10:29:59 PM,01/01/2016 10:30:51 PM,01/01/2016 10:34:50 PM,01/01/2016 10:46:17 PM,01/01/2016 11:11:53 PM,Code 2 Transport,01/01/2016 11:38:23 PM,2900 Block of DIAMOND ST,San Francisco,94131,B09,26,8269,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,9,8,West of Twin Peaks,"(37.7330297009484, -122.434226339308)",160013807-AM24
160013801,79,16000529,01/01/2016,01/01/2016,01/01/2016 10:27:46 PM,01/01/2016 10:27:46 PM,01/01/2016 10:28:10 PM,01/01/2016 10:28:32 PM,01/01/2016 10:38:07 PM,01/01/2016 10:46:57 PM,01/01/2016 10:58:43 PM,Code 2 Transport,01/01/2016 11:40:29 PM,1000 Block of POLK ST,San Francisco,94109,B04,03,3121,2,2,2,true,Non Life-threatening,1,MEDIC,1,4,6,Tenderloin,"(37.7861172118379, -122.419854245692)",160013801-79
160013790,T09,16000528,01/01/2016,01/01/2016,01/01/2016 10:23:49 PM,01/01/2016 10:23:49 PM,01/01/2016 10:24:17 PM,01/01/2016 10:26:29 PM,01/01/2016 10:31:10 PM,NA,NA,Code 3 Transport,01/01/2016 10:44:14 PM,900 Block of ELLSWORTH ST,San Francisco,94110,B06,32,5645,A,E,3,false,Potentially Life-Threatening,1,TRUCK,4,6,9,Bernal Heights,"(37.7330187796563, -122.416499861858)",160013790-T09
160013790,RC3,16000528,01/01/2016,01/01/2016,01/01/2016 10:23:49 PM,01/01/2016 10:23:49 PM,01/01/2016 10:24:17 PM,01/01/2016 10:26:41 PM,NA,NA,NA,Code 3 Transport,01/01/2016 11:00:56 PM,900 Block of ELLSWORTH ST,San Francisco,94110,B06,32,5645,A,E,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,6,6,9,Bernal Heights,"(37.7330187796563, -122.416499861858)",160013790-RC3
160013790,E42,16000528,01/01/2016,01/01/2016,01/01/2016 10:23:49 PM,01/01/2016 10:23:49 PM,01/01/2016 10:24:17 PM,01/01/2016 10:26:30 PM,01/01/2016 10:30:13 PM,NA,NA,Code 3 Transport,01/01/2016 10:43:39 PM,900 Block of ELLSWORTH ST,San Francisco,94110,B06,32,5645,A,E,3,true,Potentially Life-Threatening,1,ENGINE,3,6,9,Bernal Heights,"(37.7330187796563, -122.416499861858)",160013790-E42
160013790,E32,16000528,01/01/2016,01/01/2016,01/01/2016 10:23:49 PM,01/01/2016 10:23:49 PM,01/01/2016 10:24:17 PM,01/01/2016 10:25:47 PM,01/01/2016 10:29:32 PM,NA,NA,Code 3 Transport,01/01/2016 11:00:51 PM,900 Block of ELLSWORTH ST,San Francisco,94110,B06,32,5645,A,E,3,false,Potentially Life-Threatening,1,ENGINE,1,6,9,Bernal Heights,"(37.7330187796563, -122.416499861858)",160013790-E32
160013790,B10,16000528,01/01/2016,01/01/2016,01/01/2016 10:23:49 PM,01/01/2016 10:23:49 PM,01/01/2016 10:24:17 PM,01/01/2016 10:25:54 PM,01/01/2016 10:29:43 PM,NA,NA,Code 3 Transport,01/01/2016 10:47:39 PM,900 Block of ELLSWORTH ST,San Francisco,94110,B06,32,5645,A,E,3,false,Potentially Life-Threatening,1,CHIEF,2,6,9,Bernal Heights,"(37.7330187796563, -122.416499861858)",160013790-B10
160013790,72,16000528,01/01/2016,01/01/2016,01/01/2016 10:23:49 PM,01/01/2016 10:23:49 PM,01/01/2016 10:24:17 PM,01/01/2016 10:25:43 PM,01/01/2016 10:31:19 PM,01/01/2016 10:39:34 PM,01/01/2016 10:47:28 PM,Code 3 Transport,01/01/2016 11:28:08 PM,900 Block of ELLSWORTH ST,San Francisco,94110,B06,32,5645,A,E,3,true,Potentially Life-Threatening,1,MEDIC,5,6,9,Bernal Heights,"(37.7330187796563, -122.416499861858)",160013790-72
160013771,T03,16000527,01/01/2016,01/01/2016,01/01/2016 10:14:18 PM,01/01/2016 10:15:57 PM,01/01/2016 10:16:04 PM,01/01/2016 10:16:36 PM,01/01/2016 10:18:58 PM,NA,NA,Fire,01/01/2016 10:22:06 PM,1200 Block of EDDY ST,San Francisco,94115,B02,05,3366,3,3,3,false,Alarm,1,TRUCK,2,2,5,Western Addition,"(37.7820064229134, -122.428229471276)",160013771-T03
160013771,E05,16000527,01/01/2016,01/01/2016,01/01/2016 10:14:18 PM,01/01/2016 10:15:57 PM,01/01/2016 10:16:04 PM,01/01/2016 10:17:19 PM,01/01/2016 10:18:37 PM,NA,NA,Fire,01/01/2016 10:25:35 PM,1200 Block of EDDY ST,San Francisco,94115,B02,05,3366,3,3,3,true,Alarm,1,ENGINE,1,2,5,Western Addition,"(37.7820064229134, -122.428229471276)",160013771-E05
160013771,B04,16000527,01/01/2016,01/01/2016,01/01/2016 10:14:18 PM,01/01/2016 10:15:57 PM,01/01/2016 10:17:26 PM,01/01/2016 10:17:26 PM,01/01/2016 10:20:01 PM,NA,NA,Fire,01/01/2016 10:22:06 PM,1200 Block of EDDY ST,San Francisco,94115,B02,05,3366,3,3,3,false,Alarm,1,CHIEF,3,2,5,Western Addition,"(37.7820064229134, -122.428229471276)",160013771-B04
160013771,B02,16000527,01/01/2016,01/01/2016,01/01/2016 10:14:18 PM,01/01/2016 10:15:57 PM,01/01/2016 10:16:04 PM,01/01/2016 10:18:00 PM,NA,NA,NA,Fire,01/01/2016 10:18:44 PM,1200 Block of EDDY ST,San Francisco,94115,B02,05,3366,3,3,3,false,Alarm,1,CHIEF,5,2,5,Western Addition,"(37.7820064229134, -122.428229471276)",160013771-B02
160013747,E41,16000526,01/01/2016,01/01/2016,01/01/2016 10:10:42 PM,01/01/2016 10:10:42 PM,01/01/2016 10:10:42 PM,01/01/2016 10:10:42 PM,01/01/2016 10:10:42 PM,NA,NA,Code 2 Transport,01/01/2016 10:26:21 PM,BUSH ST/POLK ST,San Francisco,94109,B01,03,1636,3,3,3,false,Potentially Life-Threatening,1,ENGINE,1,4,3,Nob Hill,"(37.788699045225, -122.420306883643)",160013747-E41
160013747,B02,16000526,01/01/2016,01/01/2016,01/01/2016 10:10:42 PM,01/01/2016 10:10:42 PM,01/01/2016 10:12:02 PM,NA,NA,NA,NA,Code 2 Transport,01/01/2016 10:15:38 PM,BUSH ST/POLK ST,San Francisco,94109,B01,03,1636,3,3,3,false,Potentially Life-Threatening,1,CHIEF,3,4,3,Nob Hill,"(37.788699045225, -122.420306883643)",160013747-B02
160013747,AM20,16000526,01/01/2016,01/01/2016,01/01/2016 10:10:42 PM,01/01/2016 10:10:42 PM,01/01/2016 10:11:53 PM,01/01/2016 10:11:53 PM,01/01/2016 10:14:19 PM,01/01/2016 10:26:50 PM,01/01/2016 10:44:34 PM,Code 2 Transport,01/01/2016 11:29:41 PM,BUSH ST/POLK ST,San Francisco,94109,B01,03,1636,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,4,3,Nob Hill,"(37.788699045225, -122.420306883643)",160013747-AM20
160013733,60,16000524,01/01/2016,01/01/2016,01/01/2016 10:07:05 PM,01/01/2016 10:07:05 PM,01/01/2016 10:07:33 PM,01/01/2016 10:07:39 PM,01/01/2016 10:16:09 PM,01/01/2016 10:34:39 PM,01/01/2016 10:43:57 PM,Code 2 Transport,01/01/2016 11:19:46 PM,100 Block of 8TH ST,San Francisco,94103,B02,36,2318,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,6,South of Market,"(37.7768049355219, -122.41243633288)",160013733-60
160013730,T05,16000523,01/01/2016,01/01/2016,01/01/2016 10:03:56 PM,01/01/2016 10:05:59 PM,01/01/2016 10:06:48 PM,01/01/2016 10:07:55 PM,01/01/2016 10:12:10 PM,NA,NA,Fire,01/01/2016 10:27:25 PM,1000 Block of POST ST,San Francisco,94109,B04,03,1641,3,3,3,false,Alarm,1,TRUCK,2,4,3,Nob Hill,"(37.7869869759052, -122.419110401756)",160013730-T05
160013730,E41,16000523,01/01/2016,01/01/2016,01/01/2016 10:03:56 PM,01/01/2016 10:05:59 PM,01/01/2016 10:06:48 PM,01/01/2016 10:07:42 PM,NA,NA,NA,Fire,01/01/2016 10:10:29 PM,1000 Block of POST ST,San Francisco,94109,B04,03,1641,3,3,3,false,Alarm,1,ENGINE,4,4,3,Nob Hill,"(37.7869869759052, -122.419110401756)",160013730-E41
160013730,E38,16000523,01/01/2016,01/01/2016,01/01/2016 10:03:56 PM,01/01/2016 10:05:59 PM,01/01/2016 10:11:45 PM,01/01/2016 10:12:36 PM,01/01/2016 10:15:55 PM,NA,NA,Fire,01/01/2016 10:17:17 PM,1000 Block of POST ST,San Francisco,94109,B04,03,1641,3,3,3,false,Alarm,1,ENGINE,3,4,3,Nob Hill,"(37.7869869759052, -122.419110401756)",160013730-E38
160013730,B04,16000523,01/01/2016,01/01/2016,01/01/2016 10:03:56 PM,01/01/2016 10:05:59 PM,01/01/2016 10:06:48 PM,01/01/2016 10:07:28 PM,01/01/2016 10:11:09 PM,NA,NA,Fire,01/01/2016 10:17:17 PM,1000 Block of POST ST,San Francisco,94109,B04,03,1641,3,3,3,false,Alarm,1,CHIEF,1,4,3,Nob Hill,"(37.7869869759052, -122.419110401756)",160013730-B04
160013729,T03,16000522,01/01/2016,01/01/2016,01/01/2016 10:02:07 PM,01/01/2016 10:05:57 PM,01/01/2016 10:06:24 PM,01/01/2016 10:07:50 PM,NA,NA,NA,Code 2 Transport,01/01/2016 10:10:24 PM,100 Block of GOLDEN GATE AVE,San Francisco,94102,B02,01,1546,3,3,3,false,Potentially Life-Threatening,1,TRUCK,2,2,6,Tenderloin,"(37.7820224371777, -122.413054148253)",160013729-T03
160013729,E36,16000522,01/01/2016,01/01/2016,01/01/2016 10:02:07 PM,01/01/2016 10:05:57 PM,01/01/2016 10:06:24 PM,NA,NA,NA,NA,Code 2 Transport,01/01/2016 10:09:43 PM,100 Block of GOLDEN GATE AVE,San Francisco,94102,B02,01,1546,3,3,3,true,Potentially Life-Threatening,1,ENGINE,3,2,6,Tenderloin,"(37.7820224371777, -122.413054148253)",160013729-E36
160013729,78,16000522,01/01/2016,01/01/2016,01/01/2016 10:02:07 PM,01/01/2016 10:05:57 PM,01/01/2016 10:06:24 PM,01/01/2016 10:06:35 PM,01/01/2016 10:08:59 PM,01/01/2016 10:23:39 PM,01/01/2016 10:32:22 PM,Code 2 Transport,01/01/2016 11:10:43 PM,100 Block of GOLDEN GATE AVE,San Francisco,94102,B02,01,1546,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,2,6,Tenderloin,"(37.7820224371777, -122.413054148253)",160013729-78
160013719,E03,16000521,01/01/2016,01/01/2016,01/01/2016 10:01:24 PM,01/01/2016 10:02:54 PM,01/01/2016 10:03:20 PM,01/01/2016 10:05:52 PM,01/01/2016 10:09:04 PM,NA,NA,Code 2 Transport,01/01/2016 10:16:02 PM,400 Block of EDDY ST,San Francisco,94109,B02,03,1545,2,2,2,true,Potentially Life-Threatening,1,ENGINE,1,2,6,Tenderloin,"(37.7836739523567, -122.415072980803)",160013719-E03
160013719,53,16000521,01/01/2016,01/01/2016,01/01/2016 10:01:24 PM,01/01/2016 10:02:54 PM,01/01/2016 10:03:20 PM,01/01/2016 10:04:13 PM,01/01/2016 10:18:13 PM,01/01/2016 10:18:15 PM,01/01/2016 10:31:07 PM,Code 2 Transport,01/01/2016 11:13:40 PM,400 Block of EDDY ST,San Francisco,94109,B02,03,1545,2,2,2,true,Potentially Life-Threatening,1,MEDIC,2,2,6,Tenderloin,"(37.7836739523567, -122.415072980803)",160013719-53
160013708,AM24,16000520,01/01/2016,01/01/2016,01/01/2016 09:55:56 PM,01/01/2016 09:58:58 PM,01/01/2016 10:04:30 PM,01/01/2016 10:04:30 PM,01/01/2016 10:15:02 PM,NA,NA,No Merit,01/01/2016 10:25:45 PM,5000 Block of MISSION ST,San Francisco,94112,B09,43,6175,2,2,2,false,Non Life-threatening,1,PRIVATE,1,9,11,Outer Mission,"(37.7174988976749, -122.440357992837)",160013708-AM24
160013708,86,16000520,01/01/2016,01/01/2016,01/01/2016 09:55:56 PM,01/01/2016 09:58:58 PM,01/01/2016 09:59:30 PM,01/01/2016 09:59:45 PM,NA,NA,NA,No Merit,01/01/2016 10:04:30 PM,5000 Block of MISSION ST,San Francisco,94112,B09,43,6175,2,2,2,true,Non Life-threatening,1,MEDIC,2,9,11,Outer Mission,"(37.7174988976749, -122.440357992837)",160013708-86
160013705,63,16000519,01/01/2016,01/01/2016,01/01/2016 09:55:52 PM,01/01/2016 09:57:06 PM,01/01/2016 09:57:55 PM,01/01/2016 09:58:09 PM,01/01/2016 10:02:16 PM,01/01/2016 10:25:20 PM,01/01/2016 10:31:32 PM,Code 2 Transport,01/01/2016 11:04:24 PM,700 Block of EDDY ST,San Francisco,94109,B02,03,3163,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,6,Tenderloin,"(37.7830520025585, -122.420010270255)",160013705-63
160013675,58,16000514,01/01/2016,01/01/2016,01/01/2016 09:44:15 PM,01/01/2016 09:46:05 PM,01/01/2016 09:46:45 PM,01/01/2016 09:47:07 PM,01/01/2016 09:48:11 PM,01/01/2016 10:03:55 PM,01/01/2016 10:13:17 PM,Code 2 Transport,01/01/2016 11:01:04 PM,200 Block of TERRY A FRANCOIS BLVD,San Francisco,94158,B03,04,0948,2,2,2,true,Non Life-threatening,1,MEDIC,1,3,6,Mission Bay,"(37.7757198568858, -122.387651994804)",160013675-58
160013668,RS1,16000513,01/01/2016,01/01/2016,01/01/2016 09:40:21 PM,01/01/2016 09:42:23 PM,01/01/2016 09:43:04 PM,01/01/2016 09:44:33 PM,NA,NA,NA,Code 2 Transport,01/01/2016 09:45:36 PM,4TH ST/MARKET ST,San Francisco,94103,B03,01,2212,3,3,3,false,Potentially Life-Threatening,1,RESCUE SQUAD,3,1,6,South of Market,"(37.7857439877905, -122.405831012392)",160013668-RS1
160013668,E36,16000513,01/01/2016,01/01/2016,01/01/2016 09:40:21 PM,01/01/2016 09:42:23 PM,01/01/2016 09:43:04 PM,01/01/2016 09:45:18 PM,NA,NA,NA,Code 2 Transport,01/01/2016 09:45:36 PM,4TH ST/MARKET ST,San Francisco,94103,B03,01,2212,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,1,6,South of Market,"(37.7857439877905, -122.405831012392)",160013668-E36
160013668,76,16000513,01/01/2016,01/01/2016,01/01/2016 09:40:21 PM,01/01/2016 09:42:23 PM,01/01/2016 09:43:04 PM,01/01/2016 09:43:11 PM,01/01/2016 09:45:11 PM,01/01/2016 09:57:02 PM,01/01/2016 10:06:57 PM,Code 2 Transport,01/01/2016 10:47:52 PM,4TH ST/MARKET ST,San Francisco,94103,B03,01,2212,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,1,6,South of Market,"(37.7857439877905, -122.405831012392)",160013668-76
160013662,T13,16000512,01/01/2016,01/01/2016,01/01/2016 09:38:11 PM,01/01/2016 09:40:28 PM,01/01/2016 09:40:39 PM,01/01/2016 09:41:52 PM,01/01/2016 09:44:39 PM,NA,NA,Fire,01/01/2016 10:50:54 PM,100 Block of KEARNY ST,San Francisco,94104,B01,13,1242,3,3,3,false,Alarm,1,TRUCK,2,1,3,Financial District/South Beach,"(37.7891367799941, -122.40363527458)",160013662-T13
160013662,E13,16000512,01/01/2016,01/01/2016,01/01/2016 09:38:11 PM,01/01/2016 09:40:28 PM,01/01/2016 09:40:39 PM,01/01/2016 09:41:23 PM,01/01/2016 09:44:21 PM,NA,NA,Fire,01/01/2016 10:51:12 PM,100 Block of KEARNY ST,San Francisco,94104,B01,13,1242,3,3,3,true,Alarm,1,ENGINE,1,1,3,Financial District/South Beach,"(37.7891367799941, -122.40363527458)",160013662-E13
160013662,B01,16000512,01/01/2016,01/01/2016,01/01/2016 09:38:11 PM,01/01/2016 09:40:28 PM,01/01/2016 09:40:39 PM,01/01/2016 09:42:33 PM,01/01/2016 09:47:00 PM,NA,NA,Fire,01/01/2016 10:50:54 PM,100 Block of KEARNY ST,San Francisco,94104,B01,13,1242,3,3,3,false,Alarm,1,CHIEF,3,1,3,Financial District/South Beach,"(37.7891367799941, -122.40363527458)",160013662-B01
160013643,RS1,16000511,01/01/2016,01/01/2016,01/01/2016 09:33:28 PM,01/01/2016 09:34:09 PM,01/01/2016 09:34:19 PM,01/01/2016 09:36:14 PM,NA,NA,NA,Code 2 Transport,01/01/2016 09:36:29 PM,100 Block of SHIPLEY ST,San Francisco,94107,B03,01,2215,3,3,3,false,Potentially Life-Threatening,1,RESCUE SQUAD,3,3,6,South of Market,"(37.7806691632498, -122.401678045598)",160013643-RS1
160013643,E08,16000511,01/01/2016,01/01/2016,01/01/2016 09:33:28 PM,01/01/2016 09:34:09 PM,01/01/2016 09:34:19 PM,01/01/2016 09:35:18 PM,01/01/2016 09:36:24 PM,NA,NA,Code 2 Transport,01/01/2016 10:00:59 PM,100 Block of SHIPLEY ST,San Francisco,94107,B03,01,2215,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,3,6,South of Market,"(37.7806691632498, -122.401678045598)",160013643-E08
160013643,62,16000511,01/01/2016,01/01/2016,01/01/2016 09:33:28 PM,01/01/2016 09:34:09 PM,01/01/2016 09:34:19 PM,01/01/2016 09:34:31 PM,01/01/2016 09:38:13 PM,01/01/2016 10:19:03 PM,01/01/2016 10:32:42 PM,Code 2 Transport,01/01/2016 11:47:36 PM,100 Block of SHIPLEY ST,San Francisco,94107,B03,01,2215,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,3,6,South of Market,"(37.7806691632498, -122.401678045598)",160013643-62
160013639,70,16000510,01/01/2016,01/01/2016,01/01/2016 09:33:04 PM,01/01/2016 09:33:04 PM,01/01/2016 09:34:57 PM,01/01/2016 09:35:18 PM,01/01/2016 09:46:22 PM,01/01/2016 09:58:23 PM,01/01/2016 10:01:58 PM,Code 2 Transport,01/01/2016 10:27:54 PM,1900 Block of LAGUNA ST,San Francisco,94109,B04,38,3362,2,2,2,true,Non Life-threatening,1,MEDIC,1,4,5,Pacific Heights,"(37.7890640954381, -122.428740370022)",160013639-70
160013638,E15,16000509,01/01/2016,01/01/2016,01/01/2016 09:31:53 PM,01/01/2016 09:32:38 PM,01/01/2016 09:33:03 PM,01/01/2016 09:33:49 PM,01/01/2016 09:36:02 PM,NA,NA,Code 3 Transport,01/01/2016 10:10:41 PM,0 Block of RIDGEWOOD AV,San Francisco,94112,B09,15,8236,2,3,3,true,Potentially Life-Threatening,1,ENGINE,1,9,7,West of Twin Peaks,"(37.7302535709175, -122.453470578587)",160013638-E15
160013638,AM16,16000509,01/01/2016,01/01/2016,01/01/2016 09:31:53 PM,01/01/2016 09:32:38 PM,01/01/2016 09:33:03 PM,01/01/2016 09:33:37 PM,01/01/2016 09:44:30 PM,01/01/2016 09:44:45 PM,01/01/2016 09:57:06 PM,Code 3 Transport,01/01/2016 11:04:32 PM,0 Block of RIDGEWOOD AV,San Francisco,94112,B09,15,8236,2,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,9,7,West of Twin Peaks,"(37.7302535709175, -122.453470578587)",160013638-AM16
160013627,E42,16000508,01/01/2016,01/01/2016,01/01/2016 09:28:25 PM,01/01/2016 09:29:45 PM,01/01/2016 09:30:15 PM,01/01/2016 09:33:03 PM,01/01/2016 09:41:22 PM,NA,NA,Code 2 Transport,01/01/2016 10:07:22 PM,400 Block of ANDOVER ST,San Francisco,94110,B06,32,5741,2,2,2,true,Non Life-threatening,1,ENGINE,1,6,9,Bernal Heights,"(37.7374620781382, -122.416662746236)",160013627-E42
160013627,85,16000508,01/01/2016,01/01/2016,01/01/2016 09:28:25 PM,01/01/2016 09:29:45 PM,01/01/2016 09:41:43 PM,01/01/2016 09:41:54 PM,01/01/2016 09:49:38 PM,01/01/2016 10:07:41 PM,01/01/2016 10:24:12 PM,Code 2 Transport,01/01/2016 11:05:26 PM,400 Block of ANDOVER ST,San Francisco,94110,B06,32,5741,2,2,2,true,Non Life-threatening,1,MEDIC,2,6,9,Bernal Heights,"(37.7374620781382, -122.416662746236)",160013627-85
160013626,T03,16000507,01/01/2016,01/01/2016,01/01/2016 09:28:32 PM,01/01/2016 09:29:40 PM,01/01/2016 09:29:47 PM,01/01/2016 09:30:54 PM,01/01/2016 09:31:44 PM,NA,NA,Fire,01/01/2016 09:38:29 PM,900 Block of GEARY ST,San Francisco,94109,B04,03,3116,3,3,3,false,Alarm,1,TRUCK,1,4,6,Tenderloin,"(37.7859427265455, -122.418902557609)",160013626-T03
160013626,E03,16000507,01/01/2016,01/01/2016,01/01/2016 09:28:32 PM,01/01/2016 09:29:40 PM,01/01/2016 09:29:47 PM,01/01/2016 09:30:43 PM,01/01/2016 09:31:48 PM,NA,NA,Fire,01/01/2016 09:44:41 PM,900 Block of GEARY ST,San Francisco,94109,B04,03,3116,3,3,3,true,Alarm,1,ENGINE,2,4,6,Tenderloin,"(37.7859427265455, -122.418902557609)",160013626-E03
160013626,B04,16000507,01/01/2016,01/01/2016,01/01/2016 09:28:32 PM,01/01/2016 09:29:40 PM,01/01/2016 09:29:47 PM,01/01/2016 09:30:31 PM,01/01/2016 09:34:55 PM,NA,NA,Fire,01/01/2016 09:36:43 PM,900 Block of GEARY ST,San Francisco,94109,B04,03,3116,3,3,3,false,Alarm,1,CHIEF,3,4,6,Tenderloin,"(37.7859427265455, -122.418902557609)",160013626-B04
160013621,E01,16000506,01/01/2016,01/01/2016,01/01/2016 09:27:49 PM,01/01/2016 09:28:38 PM,01/01/2016 09:29:07 PM,01/01/2016 09:30:38 PM,01/01/2016 09:35:09 PM,NA,NA,Code 2 Transport,01/01/2016 09:44:58 PM,100 Block of 6TH ST,San Francisco,94103,B03,01,2251,2,2,2,true,Potentially Life-Threatening,1,ENGINE,1,3,6,South of Market,"(37.7803875013555, -122.407877117352)",160013621-E01
160013621,52,16000506,01/01/2016,01/01/2016,01/01/2016 09:27:49 PM,01/01/2016 09:28:38 PM,01/01/2016 09:29:07 PM,01/01/2016 09:29:13 PM,01/01/2016 09:40:54 PM,01/01/2016 09:53:39 PM,01/01/2016 10:08:00 PM,Code 2 Transport,01/01/2016 10:51:22 PM,100 Block of 6TH ST,San Francisco,94103,B03,01,2251,2,2,2,true,Potentially Life-Threatening,1,MEDIC,2,3,6,South of Market,"(37.7803875013555, -122.407877117352)",160013621-52
160013612,E32,16000505,01/01/2016,01/01/2016,01/01/2016 09:25:03 PM,01/01/2016 09:25:42 PM,01/01/2016 09:26:11 PM,01/01/2016 09:27:36 PM,01/01/2016 09:30:45 PM,NA,NA,Code 3 Transport,01/01/2016 09:42:39 PM,300 Block of SILVER AVE,San Francisco,94112,B09,32,6114,3,3,3,false,Potentially Life-Threatening,1,ENGINE,1,9,11,Excelsior,"(37.728489442639, -122.429995375728)",160013612-E32
160013612,E26,16000505,01/01/2016,01/01/2016,01/01/2016 09:25:03 PM,01/01/2016 09:25:42 PM,01/01/2016 09:26:11 PM,01/01/2016 09:27:34 PM,01/01/2016 09:32:11 PM,NA,NA,Code 3 Transport,01/01/2016 09:49:25 PM,300 Block of SILVER AVE,San Francisco,94112,B09,32,6114,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,9,11,Excelsior,"(37.728489442639, -122.429995375728)",160013612-E26
160013612,89,16000505,01/01/2016,01/01/2016,01/01/2016 09:25:03 PM,01/01/2016 09:25:42 PM,01/01/2016 09:26:11 PM,01/01/2016 09:26:21 PM,01/01/2016 09:33:15 PM,01/01/2016 10:04:05 PM,01/01/2016 10:05:26 PM,Code 3 Transport,01/01/2016 11:07:31 PM,300 Block of SILVER AVE,San Francisco,94112,B09,32,6114,3,3,3,true,Potentially Life-Threatening,1,MEDIC,3,9,11,Excelsior,"(37.728489442639, -122.429995375728)",160013612-89
160013596,E02,16000504,01/01/2016,01/01/2016,01/01/2016 09:15:50 PM,01/01/2016 09:17:52 PM,01/01/2016 09:18:23 PM,01/01/2016 09:20:06 PM,01/01/2016 09:22:29 PM,01/01/2016 09:43:08 PM,NA,Code 3 Transport,01/01/2016 10:00:48 PM,900 Block of STOCKTON ST,San Francisco,94108,B01,02,1331,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,1,3,Chinatown,"(37.7945090876582, -122.407922837848)",160013596-E02
160013596,75,16000504,01/01/2016,01/01/2016,01/01/2016 09:15:50 PM,01/01/2016 09:17:52 PM,01/01/2016 09:18:23 PM,01/01/2016 09:18:59 PM,01/01/2016 09:22:21 PM,01/01/2016 09:42:41 PM,01/01/2016 09:48:42 PM,Code 3 Transport,01/01/2016 10:31:26 PM,900 Block of STOCKTON ST,San Francisco,94108,B01,02,1331,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,1,3,Chinatown,"(37.7945090876582, -122.407922837848)",160013596-75
160013541,E21,16000503,01/01/2016,01/01/2016,01/01/2016 08:59:33 PM,01/01/2016 09:00:29 PM,01/01/2016 09:00:50 PM,01/01/2016 09:02:01 PM,01/01/2016 09:03:28 PM,NA,NA,Patient Declined Transport,01/01/2016 09:13:08 PM,1000 Block of HAIGHT ST,San Francisco,94117,B05,21,4246,3,3,3,false,Potentially Life-Threatening,1,ENGINE,1,5,5,Haight Ashbury,"(37.7708977281335, -122.439522498098)",160013541-E21
160013541,E06,16000503,01/01/2016,01/01/2016,01/01/2016 08:59:33 PM,01/01/2016 09:00:29 PM,01/01/2016 09:00:50 PM,01/01/2016 09:01:36 PM,NA,NA,NA,Patient Declined Transport,01/01/2016 09:16:19 PM,1000 Block of HAIGHT ST,San Francisco,94117,B05,21,4246,3,3,3,true,Potentially Life-Threatening,1,ENGINE,3,5,5,Haight Ashbury,"(37.7708977281335, -122.439522498098)",160013541-E06
160013541,AM12,16000503,01/01/2016,01/01/2016,01/01/2016 08:59:33 PM,01/01/2016 09:00:29 PM,01/01/2016 09:00:50 PM,01/01/2016 09:01:34 PM,01/01/2016 09:05:43 PM,NA,NA,Patient Declined Transport,01/01/2016 09:31:38 PM,1000 Block of HAIGHT ST,San Francisco,94117,B05,21,4246,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,5,5,Haight Ashbury,"(37.7708977281335, -122.439522498098)",160013541-AM12
